,state,area,age_adjusted_rate,count,population,crude_rate
0,AK,Anchorage,57.03076923076924,185.23076923076923,451234.46153846156,39.853846153846156
1,AK,Bethel,53.75,25.0,82972.0,30.3
2,AK,Fairbanks North Star,52.91428571428571,98.57142857142857,264969.28571428574,37.971428571428575
3,AK,Juneau ,43.18333333333334,36.0,94517.33333333333,38.06666666666667
4,AK,Kenai,71.81428571428572,113.0,158237.7142857143,76.34285714285714
5,AK,Kodiak Island,66.85,27.5,55758.5,49.0
6,AK,Matanuska-Susitna,69.21666666666667,181.33333333333334,308464.0,58.76666666666667
7,AK,Nome,95.1,28.0,44254.0,63.55
8,AK,North Slope,188.15,24.333333333333332,25342.333333333332,104.89999999999999
9,AK,Sitka ,56.25,26.0,37933.0,68.25
10,AK,Southeast Fairbanks,64.35,20.0,31576.0,63.0
11,AK,Valdez-Cordova,63.95,31.0,42209.0,73.75
12,AK,Yukon-Koyukuk,73.9,17.5,24051.5,73.35
13,AL,Autauga,74.67142857142858,123.85714285714286,147999.85714285713,82.41428571428573
14,AL,Baldwin,68.51111111111112,438.8888888888889,437519.55555555556,86.57777777777777
15,AL,Barbour,68.74285714285715,60.142857142857146,66272.14285714286,94.81428571428572
16,AL,Bibb,76.38571428571427,57.714285714285715,60717.0,92.72857142857143
17,AL,Blount,69.13333333333334,171.0,189118.66666666666,90.58333333333331
18,AL,Bullock,75.13333333333334,30.666666666666668,34804.333333333336,96.13333333333333
19,AL,Butler,59.51428571428572,43.57142857142857,51105.0,88.98571428571428
20,AL,Calhoun,70.03333333333333,245.33333333333334,255690.22222222222,83.95555555555556
21,AL,Chambers,70.44444444444444,75.11111111111111,74986.22222222222,97.45555555555556
22,AL,Cherokee,81.01666666666667,105.33333333333333,83772.0,125.89999999999999
23,AL,Chilton,67.74285714285715,98.57142857142857,120818.28571428571,81.21428571428571
24,AL,Choctaw,48.62,31.2,39885.6,78.05999999999999
25,AL,Clarke,65.77142857142857,57.714285714285715,62729.42857142857,95.58571428571427
26,AL,Clay,83.81666666666668,51.333333333333336,41172.666666666664,125.11666666666667
27,AL,Cleburne,83.16666666666667,55.333333333333336,48677.0,113.78333333333332
28,AL,Coffee,69.51428571428572,116.42857142857143,136121.85714285713,84.87142857142858
29,AL,Colbert,64.97142857142856,140.71428571428572,148092.7142857143,91.21428571428571
30,AL,Conecuh,76.55714285714285,37.142857142857146,32044.571428571428,120.07142857142857
31,AL,Coosa,60.5,37.25,36970.75,100.55
32,AL,Covington,81.0,121.14285714285714,103466.42857142857,114.42857142857143
33,AL,Crenshaw,79.96666666666665,47.333333333333336,40115.0,119.31666666666666
34,AL,Cullman,73.64999999999999,261.6666666666667,267027.0,98.15000000000002
35,AL,Dale,71.72857142857143,124.71428571428571,132585.57142857142,90.8
36,AL,Dallas,81.86666666666667,91.55555555555556,91814.22222222222,108.3111111111111
37,AL,DeKalb,62.53333333333333,178.33333333333334,230247.0,77.56666666666666
38,AL,Elmore,73.08571428571429,175.85714285714286,216576.57142857142,79.42857142857143
39,AL,Escambia,73.55714285714285,94.42857142857143,96729.57142857143,97.21428571428571
40,AL,Etowah,74.15555555555557,232.0,227864.66666666666,90.64444444444445
41,AL,Fayette,64.51666666666667,52.0,52265.666666666664,99.75
42,AL,Franklin,72.93333333333334,91.0,101464.66666666667,89.81666666666666
43,AL,Geneva,88.01666666666667,109.0,83765.33333333333,130.6
44,AL,Greene,79.47999999999999,26.4,25870.2,118.74000000000001
45,AL,Hale,52.2,32.8,45240.0,73.8
46,AL,Henry,68.31428571428572,47.57142857142857,45246.28571428572,105.47142857142856
47,AL,Houston,60.98888888888889,188.22222222222223,229000.44444444444,75.60000000000001
48,AL,Jackson,83.98333333333333,205.33333333333334,169513.0,121.55000000000001
49,AL,Jefferson,63.344444444444434,1055.7777777777778,1449656.2222222222,72.53333333333335
50,AL,Lamar,86.64999999999999,58.0,44174.333333333336,131.65
51,AL,Lauderdale,65.64285714285715,235.28571428571428,255784.0,89.02857142857142
52,AL,Lawrence,79.93333333333334,108.66666666666667,101023.0,108.68333333333332
53,AL,Lee,58.67777777777778,155.33333333333334,335033.55555555556,46.611111111111114
54,AL,Limestone,68.61428571428571,195.0,245611.0,76.65714285714284
55,AL,Lowndes,75.22,31.6,31483.0,107.0
56,AL,Macon,74.32857142857144,51.57142857142857,53810.857142857145,108.78571428571429
57,AL,Madison,58.15,475.8,690593.8,60.95
58,AL,Marengo,68.34285714285714,45.714285714285715,49386.28571428572,97.75714285714285
59,AL,Marion,74.38333333333334,108.0,98105.33333333333,110.33333333333331
60,AL,Marshall,77.03333333333332,295.3333333333333,306803.3333333333,96.55
61,AL,Mobile,67.0888888888889,727.1111111111111,906085.5555555555,77.77777777777777
62,AL,Monroe,54.84285714285715,45.0,55693.42857142857,82.39999999999999
63,AL,Montgomery,56.488888888888894,300.44444444444446,497417.77777777775,64.05555555555556
64,AL,Morgan,72.01428571428572,310.85714285714283,326567.4285714286,89.58571428571429
65,AL,Perry,54.46666666666667,24.0,32705.0,83.23333333333333
66,AL,Pickens,62.58571428571428,46.714285714285715,50978.857142857145,92.72857142857143
67,AL,Pike,57.48571428571429,53.142857142857146,84564.71428571429,63.72857142857142
68,AL,Randolph,58.642857142857146,53.142857142857146,60751.42857142857,86.48571428571427
69,AL,Russell,79.53333333333335,109.55555555555556,128938.66666666667,83.63333333333333
70,AL,Shelby,48.728571428571435,294.42857142857144,563179.1428571428,49.32857142857143
71,AL,St. Clair,76.44285714285715,226.28571428571428,239145.57142857142,89.2857142857143
72,AL,Sumter,57.06666666666666,32.333333333333336,43840.333333333336,78.39999999999999
73,AL,Talladega,74.0,204.85714285714286,211834.57142857142,96.54285714285716
74,AL,Tallapoosa,77.55714285714285,125.42857142857143,107995.85714285714,114.41428571428571
75,AL,Tuscaloosa,64.38888888888889,277.77777777777777,445720.6666666667,60.12222222222223
76,AL,Walker,96.3714285714286,252.42857142857142,182592.14285714287,132.34285714285713
77,AL,Washington,65.3,39.333333333333336,46854.666666666664,86.25
78,AL,Wilcox,62.13333333333333,30.666666666666668,36720.333333333336,91.93333333333334
79,AL,Winston,73.8,87.0,79216.66666666667,110.23333333333333
80,AR,Arkansas,83.12857142857142,55.57142857142857,49353.28571428572,112.61428571428573
81,AR,Ashley,88.55714285714285,68.28571428571429,55820.71428571428,122.17142857142858
82,AR,Baxter,83.91666666666667,230.0,135534.66666666666,170.29999999999998
83,AR,Benton,58.3142857142857,436.7142857142857,699406.2857142857,56.91428571428572
84,AR,Boone,72.91666666666667,127.66666666666667,122632.33333333333,104.2
85,AR,Bradley,88.54,39.0,32994.8,119.11999999999998
86,AR,Calhoun,118.45,27.333333333333332,15347.333333333334,179.29999999999998
87,AR,Carroll,69.73333333333333,99.66666666666667,90505.66666666667,110.26666666666667
88,AR,Chicot,92.8,43.2,33408.8,130.44
89,AR,Clark,88.61666666666666,68.33333333333333,65492.0,106.40000000000002
90,AR,Clay,101.93333333333334,78.66666666666667,50754.333333333336,155.53333333333333
91,AR,Cleburne,86.76666666666667,135.66666666666666,84209.33333333333,161.4
92,AR,Cleveland,111.89999999999999,42.666666666666664,26266.666666666668,162.51666666666665
93,AR,Columbia,68.04444444444444,42.888888888888886,53237.333333333336,82.05555555555557
